,Id,Cantidad_Victimas,Fecha,Anio,Mes,Dia,Hora,Franja_Horaria,Lugar_Hecho,Tipo_Calle,Calle,Altura,Barrio,Coordenada x,Coordenada y,Participantes,Victima,Acusado,Hora del día,Dia_Semana,Tipo_Dia
180,20170050,2,2017-04-28,2017,4,28,11:08:08,Mañana,AU PERITO MORENO Y RAMAL ENLACE AU1/AU6,AUTOPISTA,AUTOPISTA PERITO MORENO,cruce_de_calles,9,.,.,MOTO-CARGAS,MOTO,CARGAS,11,Friday,Dia_de_Semana
181,20170051,1,2017-05-01,2017,5,1,03:47:47,Madrugada,AU DELLEPIANE 2400,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,cruce_de_calles,7,.,.,AUTO-AUTO,AUTO,AUTO,3,Monday,Dia_de_Semana
183,20170053,1,2017-05-05,2017,5,5,20:16:22,Noche,VIEYTES Y VILLARINO,CALLE,VIEYTES,cruce_de_calles,4,-58.37547846,-34.65326075,MOTO-CARGAS,MOTO,CARGAS,20,Friday,Dia_de_Semana
182,20170052,1,2017-05-05,2017,5,5,03:40:00,Madrugada,AV. GRAL. PAZ Y GOLETA JULIA,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,8,-58.49413799,-34.68095739,PEATON-CARGAS,PEATON,CARGAS,3,Friday,Dia_de_Semana
184,20170054,1,2017-05-07,2017,5,7,21:00:00,Noche,AV. DE LOS CONSTITUYENTES Y PEDRO MORAN,AVENIDA,DE LOS CONSTITUYENTES AV.,cruce_de_calles,15,-58.48680218,-34.58689719,MOTO-AUTO,MOTO,AUTO,21,Sunday,Fin_de_Semana
185,20170055,1,2017-05-09,2017,5,9,08:30:00,Mañana,AV. DE LOS CONSTITUYENTES 4900,AVENIDA,DE LOS CONSTITUYENTES AV.,4900.0,12,-58.49563989,-34.57962262,AUTO-AUTO,AUTO,AUTO,8,Tuesday,Dia_de_Semana
186,20170058,1,2017-05-09,2017,5,9,23:10:00,Noche,AV. CORDOBA Y LIBERTAD,AVENIDA,CORDOBA AV.,cruce_de_calles,1,-58.38403232,-34.59915940,PEATON-MOTO,PEATON,MOTO,23,Tuesday,Dia_de_Semana
187,20170059,1,2017-05-11,2017,5,11,09:24:00,Mañana,BRASIL Y LIMA,CALLE,BRASIL,cruce_de_calles,1,-58.38223382,-34.62693865,PEATON-PASAJEROS,PEATON,PASAJEROS,9,Thursday,Dia_de_Semana
188,20170060,1,2017-05-13,2017,5,13,07:20:00,Mañana,AV. ESCALADA Y AV. FERNANDEZ DE LA CRUZ,AVENIDA,ESCALADA AV.,cruce_de_calles,8,-58.45966521,-34.67323292,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,7,Saturday,Fin_de_Semana
189,20170061,1,2017-05-15,2017,5,15,13:29:30,Tarde,PARAGUAY Y AV. CALLAO ,AVENIDA,PARAGUAY,cruce_de_calles,2,-58.39303911,-34.59871111,PEATON-MOTO,PEATON,MOTO,13,Monday,Dia_de_Semana
190,20170062,1,2017-05-15,2017,5,15,16:00:00,Tarde,AV. JUAN B JUSTO Y SAN BLAS,AVENIDA,"JUSTO, JUAN B. AV.",cruce_de_calles,10,-58.51262106,-34.63395999,MOTO-CARGAS,MOTO,CARGAS,16,Monday,Dia_de_Semana
191,20170063,1,2017-05-17,2017,5,17,10:13:00,Mañana,CHILE Y AV. 9 DE JULIO,AVENIDA,CHILE,cruce_de_calles,1,-58.38118367,-34.61646839,PEATON-PASAJEROS,PEATON,PASAJEROS,10,Wednesday,Dia_de_Semana
192,20170064,1,2017-05-20,2017,5,20,05:00:00,Madrugada,MAIPU Y PERON,CALLE,MAIPU,cruce_de_calles,1,-58.37653284,-34.60582475,CARGAS-AUTO,CARGAS,AUTO,5,Saturday,Fin_de_Semana
194,20170066,1,2017-05-22,2017,5,22,18:10:00,Tarde,AV. SAN MARTIN Y FRAGATA SARMIENTO,AVENIDA,SAN MARTIN AV.,cruce_de_calles,15,-58.46002142,-34.60409469,PEATON-PASAJEROS,PEATON,PASAJEROS,18,Monday,Dia_de_Semana
193,20170065,1,2017-05-22,2017,5,22,16:00:00,Tarde,AV. SUAREZ Y HERRERA,AVENIDA,SUAREZ AV.,cruce_de_calles,4,-58.37709334,-34.64035082,BICICLETA-CARGAS,BICICLETA,CARGAS,16,Monday,Dia_de_Semana
195,20170067,1,2017-05-23,2017,5,23,02:45:00,Madrugada,AV. DIRECTORIO Y AV. JOSE MARIA MORENO,AVENIDA,DIRECTORIO AV.,cruce_de_calles,6,-58.43381970,-34.62801894,MOTO-CARGAS,MOTO,CARGAS,2,Tuesday,Dia_de_Semana
197,20170069,1,2017-05-24,2017,5,24,14:15:00,Tarde,AV. GRAL. PAZ Y ULRICO SCHMIDL,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,9,-58.52173071,-34.65997463,MOTO-SD,MOTO,SD,14,Wednesday,Dia_de_Semana
196,20170068,1,2017-05-27,2017,5,27,19:50:00,Tarde,AV. TTE. FRANCISCO RABANAL 2950,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.",2950.0,8,-58.43580656,-34.66437532,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,19,Saturday,Fin_de_Semana
198,20170070,1,2017-05-30,2017,5,30,13:20:00,Tarde,NUEVA YORK  3696,CALLE,NUEVA YORK,3696.0,11,-58.50791763,-34.59804273,PEATON-AUTO,PEATON,AUTO,13,Tuesday,Dia_de_Semana
199,20170072,1,2017-06-03,2017,6,3,23:20:00,Noche,AV. DE LOS CONSTITUYENTES Y VALLEJOS,AVENIDA,DE LOS CONSTITUYENTES AV.,cruce_de_calles,12,-58.49175088,-34.58226957,AUTO-AUTO,AUTO,AUTO,23,Saturday,Fin_de_Semana
200,20170073,1,2017-06-04,2017,6,4,09:00:00,Mañana,AV. CORRIENTES Y ECUADOR,AVENIDA,CORRIENTES AV.,cruce_de_calles,3,-58.40781467,-34.60425669,MOTO-AUTO,MOTO,AUTO,9,Sunday,Fin_de_Semana
201,20170074,1,2017-06-04,2017,6,4,12:50:00,Mañana,CASCO 133,CALLE,CASCO,133.0,9,-58.52567073,-34.63787791,SD-SD,SD,SD,12,Sunday,Fin_de_Semana
202,20170075,1,2017-06-12,2017,6,12,22:38:00,Noche,AV. DE MAYO Y AV. 9 DE JULIO,AVENIDA,DE MAYO AV.,cruce_de_calles,1,-58.38154200,-34.60906385,PEATON-MOTO,PEATON,MOTO,22,Monday,Dia_de_Semana
203,20170076,1,2017-06-13,2017,6,13,14:50:00,Tarde,AV. RAMON CASTILLO Y CALLE 12,AVENIDA,"CASTILLO, RAMON S., PRES. AV.",cruce_de_calles,2,-58.38526125,-34.57805810,PEATON-CARGAS,PEATON,CARGAS,14,Tuesday,Dia_de_Semana
204,20170077,1,2017-06-17,2017,6,17,23:45:00,Noche,FRAY JUSTO SANTAMARIA DE ORO 1930,CALLE,FRAY JUSTO SANTAMARIA DE ORO,1930.0,14,-58.42934104,-34.58451712,MOTO-CARGAS,MOTO,CARGAS,23,Saturday,Fin_de_Semana
205,20170079,1,2017-06-19,2017,6,19,16:26:00,Tarde,MEXICO Y DEAN FUNES,CALLE,MEXICO,cruce_de_calles,3,-58.40657493,-34.61781124,MOTO-CARGAS,MOTO,CARGAS,16,Monday,Dia_de_Semana
206,20170080,1,2017-06-22,2017,6,22,10:15:00,Mañana,AV. JUAN B ALBERDI Y AV. ESCALADA,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,9,-58.49525314,-34.64487785,PEATON-CARGAS,PEATON,CARGAS,10,Thursday,Dia_de_Semana
207,20170082,1,2017-06-25,2017,6,25,22:40:00,Noche,AV. ENTRE RIOS Y AV. BRASIL,AVENIDA,ENTRE RIOS AV.,cruce_de_calles,4,-58.39092851,-34.62932696,PEATON-AUTO,PEATON,AUTO,22,Sunday,Fin_de_Semana
208,20170083,1,2017-07-04,2017,7,4,00:25:00,Madrugada,AV. JUAN B ALBERDI Y GUARDIA NACIONAL,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.",cruce_de_calles,9,-58.49603546,-34.64564271,MOTO-CARGAS,MOTO,CARGAS,0,Tuesday,Dia_de_Semana
209,20170084,1,2017-07-05,2017,7,5,12:49:00,Mañana,AV. DEL LIBERTADOR Y RODRIGUEZ PEÑA,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,2,-58.38502878,-34.58703485,PEATON-PASAJEROS,PEATON,PASAJEROS,12,Wednesday,Dia_de_Semana
210,20170085,1,2017-07-07,2017,7,7,14:15:00,Tarde,TACUARI Y AV. MARTIN GARCIA,AVENIDA,TACUARI,cruce_de_calles,4,-58.37261143,-34.63150425,PEATON-PASAJEROS,PEATON,PASAJEROS,14,Friday,Dia_de_Semana
211,20170086,1,2017-07-09,2017,7,9,07:30:00,Mañana,AV. RIVADAVIA Y MURGUIONDO,AVENIDA,RIVADAVIA AV.,cruce_de_calles,9,-58.51876802,-34.63905965,PEATON-MOTO,PEATON,MOTO,7,Sunday,Fin_de_Semana
212,20170087,1,2017-07-10,2017,7,10,10:45:00,Mañana,24 DE NOVIEMBRE 390,CALLE,24 DE NOVIEMBRE,390.0,3,-58.41095567,-34.61516101,PEATON-AUTO,PEATON,AUTO,10,Monday,Dia_de_Semana
213,20170088,1,2017-07-10,2017,7,10,22:30:00,Noche,AV. PASEO COLON Y BRASIL,AVENIDA,PASEO COLON AV.,cruce_de_calles,1,-58.36797542,-34.62519403,PEATON-PASAJEROS,PEATON,PASAJEROS,22,Monday,Dia_de_Semana
214,20170089,1,2017-07-13,2017,7,13,12:05:00,Mañana,MARTINIANO LEGUIZAMON 901,CALLE,"LEGUIZAMON, MARTINIANO",901.0,9,-58.51514709,-34.64787051,SD-AUTO,SD,AUTO,12,Thursday,Dia_de_Semana
216,20170091,1,2017-07-15,2017,7,15,13:00:00,Tarde,SUPERI Y AV. GRAL. PAZ,AVENIDA,SUPERI,cruce_de_calles,12,-58.48671535,-34.54321216,MOTO-SD,MOTO,SD,13,Saturday,Fin_de_Semana
215,20170090,1,2017-07-15,2017,7,15,05:15:00,Madrugada,AV. CHIVILCOY Y COLECTORA AV. GRAL. PAZ ,AVENIDA,CHIVILCOY AV.,cruce_de_calles,11,-58.51925642,-34.59171721,PEATON-AUTO,PEATON,AUTO,5,Saturday,Fin_de_Semana
217,20170092,1,2017-07-24,2017,7,24,22:16:01,Noche,AU 25 DE MAYO Y AU FRONDIZI (9 DE JULIO SUR),AUTOPISTA,AUTOPISTA 25 DE MAYO,cruce_de_calles,1,-58.38268809,-34.62282019,PEATON-AUTO,PEATON,AUTO,22,Monday,Dia_de_Semana
218,20170093,1,2017-07-25,2017,7,25,16:48:40,Tarde,"AV. LEOPOLDO LUGONES KM 7,5, ALTURA PUENTE SCALABRINI ORTIZ, SENTIDO A CENTRO PORTEÑO",AUTOPISTA,"LUGONES, LEOPOLDO AV.",cruce_de_calles,13,-58.43633522,-34.54966288,PEATON-AUTO,PEATON,AUTO,16,Tuesday,Dia_de_Semana
219,20170094,1,2017-07-27,2017,7,27,08:50:00,Mañana,VICTOR HUGO 2639,CALLE,"HUGO, VICTOR",2639.0,10,-58.52640838,-34.61765855,BICICLETA-CARGAS,BICICLETA,CARGAS,8,Thursday,Dia_de_Semana
220,20170095,1,2017-08-06,2017,8,6,08:00:00,Mañana,AV. CORDOBA Y JERONIMO SALGUERO,AVENIDA,CORDOBA AV.,cruce_de_calles,14,-58.41894306,-34.59778875,MOTO-AUTO,MOTO,AUTO,8,Sunday,Fin_de_Semana
221,20170096,1,2017-08-07,2017,8,7,19:50:00,Tarde,AV. CABILDO Y NUÑEZ,AVENIDA,CABILDO AV.,cruce_de_calles,13,-58.46756026,-34.54972741,PEATON-PASAJEROS,PEATON,PASAJEROS,19,Monday,Dia_de_Semana
222,20170098,1,2017-08-08,2017,8,8,12:10:00,Mañana,JOSE BONIFACIO 2114,CALLE,"BONIFACIO, JOSE",2114.0,7,-58.45715752,-34.63132912,PEATON-AUTO,PEATON,AUTO,12,Tuesday,Dia_de_Semana
223,20170099,1,2017-08-17,2017,8,17,19:45:00,Tarde,AV. PTE FIGUEROA ALCORTA 5400,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.",5400.0,14,-58.42406784,-34.56213916,BICICLETA-AUTO,BICICLETA,AUTO,19,Thursday,Dia_de_Semana
224,20170100,1,2017-08-21,2017,8,21,07:45:00,Mañana,VENEZUELA 2135,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,2135.0,3,-58.39674470,-34.61512051,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,7,Monday,Dia_de_Semana
225,20170101,1,2017-08-23,2017,8,23,10:00:00,Mañana,AV. FCO. LACROZE Y ZAPATA,AVENIDA,"LACROZE, FEDERICO AV.",cruce_de_calles,13,-58.44537508,-34.57084818,MULTIPLE,PEATON,MULTIPLE,10,Wednesday,Dia_de_Semana
226,20170102,1,2017-08-24,2017,8,24,01:10:00,Madrugada,IRIARTE Y ZAVALETA,AVENIDA,"IRIARTE, GRAL. AV.",cruce_de_calles,4,-58.40056767,-34.65107080,PEATON-CARGAS,PEATON,CARGAS,1,Thursday,Dia_de_Semana
227,20170104,1,2017-08-25,2017,8,25,09:00:00,Mañana,AV. 9 DE JULIO Y ESTADOS UNIDOS,AVENIDA,9 DE JULIO AV.,cruce_de_calles,1,-58.38109568,-34.61853244,PEATON-CARGAS,PEATON,CARGAS,9,Friday,Dia_de_Semana
228,20170106,1,2017-08-31,2017,8,31,19:50:00,Tarde,FRAY JUSTO SANTAMARIA DE ORO Y GUEMES,CALLE,FRAY JUSTO SANTAMARIA DE ORO,cruce_de_calles,14,-58.42533612,-34.58035258,PEATON-PASAJEROS,PEATON,PASAJEROS,19,Thursday,Dia_de_Semana
229,20170107,1,2017-09-01,2017,9,1,11:30:00,Mañana,AV. DEL LIBERTADOR Y JARAMILLO,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,13,-58.46062311,-34.54395182,MOTO-CARGAS,MOTO,CARGAS,11,Friday,Dia_de_Semana
230,20170108,2,2017-09-02,2017,9,2,04:53:08,Madrugada,AV. GRAL. PAZ Y MACHAIN,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,12,-58.49491054,-34.54795581,AUTO-OBJETO FIJO,OBJETO FIJO,AUTO,4,Saturday,Fin_de_Semana
231,20170109,1,2017-09-04,2017,9,4,21:00:00,Noche,AV. DIRECTORIO Y PORTELA,AVENIDA,DIRECTORIO AV.,cruce_de_calles,7,-58.47130269,-34.63665402,MOTO-AUTO,MOTO,AUTO,21,Monday,Dia_de_Semana
232,20170110,1,2017-09-06,2017,9,6,14:15:00,Tarde,LAVALLE Y AV. LEANDRO N ALEM,AVENIDA,LAVALLE,cruce_de_calles,1,-58.37048800,-34.60189492,PEATON-PASAJEROS,PEATON,PASAJEROS,14,Wednesday,Dia_de_Semana
233,20170111,1,2017-09-07,2017,9,7,18:23:37,Tarde,USPALLATA Y PIROVANO,CALLE,USPALLATA,cruce_de_calles,4,-58.42023854,-34.64234110,PEATON-CARGAS,PEATON,CARGAS,18,Thursday,Dia_de_Semana
234,20170112,2,2017-09-10,2017,9,10,09:32:17,Mañana,AU 25 DE MAYO Y AV. VARELA,AUTOPISTA,AUTOPISTA 25 DE MAYO,cruce_de_calles,7,-58.45807401,-34.63997430,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,9,Sunday,Fin_de_Semana
235,20170113,1,2017-09-11,2017,9,11,06:30:00,Madrugada,AV. SANTA FE Y MAIPU,AVENIDA,SANTA FE AV.,cruce_de_calles,1,-58.37697717,-34.59573848,PEATON-PASAJEROS,PEATON,PASAJEROS,6,Monday,Dia_de_Semana
236,20170114,1,2017-09-15,2017,9,15,02:30:00,Madrugada,AV. ALVEAR Y AV. DEL LIBERTADOR,AVENIDA,ALVEAR AV.,cruce_de_calles,2,-58.39100580,-34.58498660,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2,Friday,Dia_de_Semana
237,20170115,1,2017-09-19,2017,9,19,18:52:33,Tarde,AV. PAVON Y TREINTA Y TRES ORIENTALES,AVENIDA,PAVON AV.,cruce_de_calles,5,-58.42182126,-34.63089661,MOTO-BICICLETA,MOTO,BICICLETA,18,Tuesday,Dia_de_Semana
238,20170116,1,2017-09-20,2017,9,20,22:24:00,Noche,COLECTORA AV. GRAL. PAZ 5750,AVENIDA,"PAZ, GRAL. AV.",5750.0,12,-58.51389422,-34.58075791,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,22,Wednesday,Dia_de_Semana
239,20170118,1,2017-09-22,2017,9,22,07:02:09,Mañana,VIEYTES Y CRUZ,AVENIDA,VIEYTES,cruce_de_calles,4,-58.37585415,-34.65232158,MOTO-AUTO,MOTO,AUTO,7,Friday,Dia_de_Semana
240,20170120,1,2017-10-02,2017,10,2,15:55:33,Tarde,AU DELLEPIANE Y AV. ESCALADA,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,cruce_de_calles,9,-58.47297505,-34.66245085,MOTO-CARGAS,MOTO,CARGAS,15,Monday,Dia_de_Semana
241,20170123,1,2017-10-10,2017,10,10,01:05:38,Madrugada,ALBARIÑO Y AV. ARGENTINA,AVENIDA,ALBARI?O,cruce_de_calles,8,-58.46855503,-34.67216349,PEATON-AUTO,PEATON,AUTO,1,Tuesday,Dia_de_Semana
242,20170124,1,2017-10-12,2017,10,12,14:40:28,Tarde,JUAN RAMIREZ DE VELAZCO 1211,CALLE,"RAMIREZ DE VELASCO, JUAN",1211.0,15,-58.44254033,-34.59185043,MOTO-PASAJEROS,MOTO,PASAJEROS,14,Thursday,Dia_de_Semana
243,20170125,1,2017-10-13,2017,10,13,06:12:20,Madrugada,AV. FERNANDEZ DE LA CRUZ Y LARRAYA,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",cruce_de_calles,8,-58.46622247,-34.67926929,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,6,Friday,Dia_de_Semana
244,20170126,2,2017-10-14,2017,10,14,06:15:00,Madrugada,AV. RIESTRA Y CAÑADA DE GOMEZ,AVENIDA,RIESTRA AV.,cruce_de_calles,8,-58.48003734,-34.68148508,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,6,Saturday,Fin_de_Semana
245,20170127,1,2017-10-16,2017,10,16,07:45:00,Mañana,GALLO Y AV. CORDOBA,AVENIDA,GALLO,cruce_de_calles,2,-58.41192137,-34.59800248,MOTO-MOTO,MOTO,MOTO,7,Monday,Dia_de_Semana
246,20170128,1,2017-10-17,2017,10,17,12:30:00,Mañana,DR. JUAN F. ARANGUREN 611,CALLE,"ARANGUREN, JUAN F., DR.",611.0,6,-58.44034689,-34.61349731,PEATON-PASAJEROS,PEATON,PASAJEROS,12,Tuesday,Dia_de_Semana
247,20170129,1,2017-10-26,2017,10,26,19:15:15,Tarde,AU PERITO MORENO Y AU 25 DE MAYO,AUTOPISTA,AUTOPISTA PERITO MORENO,cruce_de_calles,9,-58.47155277,-34.64925746,MOTO-PASAJEROS,MOTO,PASAJEROS,19,Thursday,Dia_de_Semana
248,20170130,1,2017-10-27,2017,10,27,05:30:00,Madrugada,CHORROARIN Y AV. SAN MARTIN,AVENIDA,CHORROARIN,cruce_de_calles,15,-58.47883099,-34.59967065,AUTO-CARGAS,AUTO,CARGAS,5,Friday,Dia_de_Semana
249,20170132,1,2017-10-30,2017,10,30,14:00:00,Tarde,COSQUIN Y AV. CNEL. ROCA,AVENIDA,COSQUIN,cruce_de_calles,8,-58.46552171,-34.69374130,MOTO-PASAJEROS,MOTO,PASAJEROS,14,Monday,Dia_de_Semana
250,20170134,1,2017-11-06,2017,11,6,18:00:00,Tarde,AV. CNEL. ROCA 3555,AVENIDA,"ROCA, CNEL. AV.",3555.0,8,-58.44239720,-34.66777987,PEATON-PASAJEROS,PEATON,PASAJEROS,18,Monday,Dia_de_Semana
251,20170135,1,2017-11-07,2017,11,7,12:14:10,Mañana,AV. WARNES Y PUNTA ARENAS,AVENIDA,WARNES AV.,cruce_de_calles,15,-58.47032551,-34.59626814,MOTO-CARGAS,MOTO,CARGAS,12,Tuesday,Dia_de_Semana
252,20170136,1,2017-11-16,2017,11,16,08:43:00,Mañana,DEL BARCO CENTENERA Y RABANAL,AVENIDA,BARCO CENTENERA DEL,cruce_de_calles,4,-58.41827843,-34.65522746,PEATON-PASAJEROS,PEATON,PASAJEROS,8,Thursday,Dia_de_Semana
253,20170137,1,2017-11-17,2017,11,17,11:45:00,Mañana,AV. GRAL. ENRIQUE MOSCONI Y SAN NICOLAS,AVENIDA,MOSCONI GENERAL AV.,cruce_de_calles,11,-58.51280715,-34.59279388,PEATON-CARGAS,PEATON,CARGAS,11,Friday,Dia_de_Semana
254,20170138,1,2017-11-19,2017,11,19,10:30:00,Mañana,AV. LAFUENTE Y AV. EVA PERON,AVENIDA,LAFUENTE AV.,cruce_de_calles,7,-58.46258582,-34.64385704,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,10,Sunday,Fin_de_Semana
255,20170139,1,2017-11-19,2017,11,19,22:30:00,Noche,AV. CNEL. ROCA Y AV. ESCALADA,AVENIDA,"ROCA, CNEL. AV.",cruce_de_calles,8,-58.45064148,-34.68003614,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,22,Sunday,Fin_de_Semana
256,20170140,1,2017-11-19,2017,11,19,23:22:17,Noche,AU ARTURO FRONDIZI PKM 3100,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,cruce_de_calles,4,.,.,MOTO-PASAJEROS,MOTO,PASAJEROS,23,Sunday,Fin_de_Semana
257,20170141,1,2017-11-23,2017,11,23,19:45:00,Tarde,AV. LA PLATA Y AV. PEDRO GOYENA,AVENIDA,LA PLATA AV.,cruce_de_calles,6,-58.42717783,-34.62513374,PEATON-PASAJEROS,PEATON,PASAJEROS,19,Thursday,Dia_de_Semana
258,20170143,1,2017-11-25,2017,11,25,21:45:00,Noche,TRELLES Y GRAL. CESAR DIAZ,CALLE,"TRELLES, MANUEL R.",cruce_de_calles,11,-58.46442001,-34.60724519,AUTO-PASAJEROS,AUTO,PASAJEROS,21,Saturday,Fin_de_Semana
260,20170145,1,2017-11-26,2017,11,26,17:05:00,Tarde,MAZA Y DON BOSCO,CALLE,MAZA,cruce_de_calles,5,-58.41677733,-34.61223119,MOTO-AUTO,MOTO,AUTO,17,Sunday,Fin_de_Semana
259,20170144,1,2017-11-26,2017,11,26,06:45:00,Madrugada,AV. CNEL. ROCA Y COLECTORA AV. GRAL. PAZ,AVENIDA,"ROCA, CNEL. AV.",cruce_de_calles,8,-58.47064556,-34.69843756,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,6,Sunday,Fin_de_Semana
261,20170147,1,2017-11-28,2017,11,28,11:15:00,Mañana,AV. GRAL. PAZ Y AV. EVA PERON,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,9,-58.50251790,-34.67450313,MOTO-AUTO,MOTO,AUTO,11,Tuesday,Dia_de_Semana
262,20170148,1,2017-11-29,2017,11,29,10:45:00,Mañana,AV. SAN JUAN Y LA RIOJA,AVENIDA,SAN JUAN AV.,cruce_de_calles,3,-58.40708125,-34.62438894,PEATON-PASAJEROS,PEATON,PASAJEROS,10,Wednesday,Dia_de_Semana
263,20170149,1,2017-11-30,2017,11,30,12:20:00,Mañana,AV. PASEO COLON Y MEXICO,AVENIDA,PASEO COLON AV.,cruce_de_calles,1,-58.36947198,-34.61477051,PEATON-PASAJEROS,PEATON,PASAJEROS,12,Thursday,Dia_de_Semana
264,20170150,1,2017-12-04,2017,12,4,01:15:00,Madrugada,AV. RIVADAVIA Y MIRALLA,AVENIDA,RIVADAVIA AV.,cruce_de_calles,9,-58.51140889,-34.63934531,PEATON-AUTO,PEATON,AUTO,1,Monday,Dia_de_Semana
265,20170151,1,2017-12-04,2017,12,4,02:15:00,Madrugada,VIEYTES Y LUJAN,CALLE,VIEYTES,cruce_de_calles,4,-58.37460912,-34.65559133,PEATON-PASAJEROS,PEATON,PASAJEROS,2,Monday,Dia_de_Semana
266,20170152,1,2017-12-06,2017,12,6,17:30:00,Tarde,CACHI Y TRAFUL,CALLE,CACHI,cruce_de_calles,4,-58.41146277,-34.65073916,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,17,Wednesday,Dia_de_Semana
267,20170153,2,2017-12-11,2017,12,11,02:00:00,Madrugada,ROSARIO Y AV. LA PLATA,AVENIDA,ROSARIO,cruce_de_calles,6,-58.42855267,-34.61829385,MOTO-PASAJEROS,MOTO,PASAJEROS,2,Monday,Dia_de_Semana
268,20170154,1,2017-12-11,2017,12,11,09:15:00,Mañana,AV. ENTRE RIOS Y AV. CASEROS ,AVENIDA,ENTRE RIOS AV.,cruce_de_calles,4,-58.39035581,-34.63412287,PEATON-PASAJEROS,PEATON,PASAJEROS,9,Monday,Dia_de_Semana
269,20170155,1,2017-12-12,2017,12,12,21:25:41,Noche,AV. RIVADAVIA 6350,AVENIDA,RIVADAVIA AV.,6350.0,7,-58.45593915,-34.62656868,SD-MOTO,SD,MOTO,21,Tuesday,Dia_de_Semana
270,20170157,1,2017-12-17,2017,12,17,09:02:00,Mañana,AV. GRAL. PAZ Y HUMAITA,AVENIDA,"PAZ, GRAL. AV.",cruce_de_calles,9,-58.52866211,-34.64597065,AUTO-PASAJEROS,AUTO,PASAJEROS,9,Sunday,Fin_de_Semana
271,20170158,1,2017-12-18,2017,12,18,21:30:00,Noche,GUALEGUAYCHU Y COLECTORA AV. GRAL PAZ,AVENIDA,GUALEGUAYCHU,cruce_de_calles,11,-58.52037476,-34.59407024,MOTO-AUTO,MOTO,AUTO,21,Monday,Dia_de_Semana
272,20170159,1,2017-12-20,2017,12,20,04:31:27,Madrugada,AV. INDEPENDENCIA Y VIRREY CEVALLOS,AVENIDA,INDEPENDENCIA AV.,cruce_de_calles,1,-58.38896772,-34.61799615,MOTO-AUTO,MOTO,AUTO,4,Wednesday,Dia_de_Semana
273,20170160,1,2017-12-22,2017,12,22,13:15:00,Tarde,AV. NAZCA 365,AVENIDA,NAZCA AV.,365.0,7,-58.47074114,-34.62771756,PEATON-MOTO,PEATON,MOTO,13,Friday,Dia_de_Semana
274,20170161,1,2017-12-26,2017,12,26,15:30:00,Tarde,AV. EVA PERON 5249,AVENIDA,"PERON, EVA AV.",5249.0,9,-58.48200819,-34.65969965,PEATON-AUTO,PEATON,AUTO,15,Tuesday,Dia_de_Semana
275,20180001,1,2018-01-01,2018,1,1,22:50:00,Noche,San Juan Av. Y Rincón,AVENIDA,SAN JUAN AV.,cruce_de_calles,3,-58.39536773,-34.62297346,PEATON-MOTO,PEATON,MOTO,22,Monday,Dia_de_Semana
276,20180002,1,2018-01-03,2018,1,3,16:40:00,Tarde,Peru 937,CALLE,PERU,937.0,1,-58.37456088,-34.61895467,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,16,Wednesday,Dia_de_Semana
277,20180003,1,2018-01-05,2018,1,5,10:12:00,Mañana,"Pueyrredon, Honorio, Dr. Av. y Galicia",AVENIDA,"PUEYRREDON, HONORIO, DR. AV.",cruce_de_calles,15,-58.44860217,-34.60395657,MULTIPLE,PEATON,MULTIPLE,10,Friday,Dia_de_Semana
278,20180004,1,2018-01-09,2018,1,9,09:40:00,Mañana,Del Libertador Av. y Manzanares,AVENIDA,DEL LIBERTADOR AV.,cruce_de_calles,13,-58.46129513,-34.54332766,MULTIPLE,MOTO,MULTIPLE,9,Tuesday,Dia_de_Semana
